table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2022-23,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1660
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2021-22,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1858
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2020-21,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1847
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2019-20,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1989
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2018-19,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,2139
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2017-18,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1819
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2016-17,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,2145
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2015-16,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1905
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2024-25,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1162
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2023-24,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1492
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2022-23,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1671
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2021-22,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1875
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2020-21,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1861
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2019-20,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,2003
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2018-19,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,2153
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2017-18,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1830
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2016-17,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,2167
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2015-16,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1931
