VEG_ID,SA_VEG_ID,VG_GEN_STR,VG_STR_FOR,BROAD_DESC,DOMSP_GENSTR,DETSP_DOM,ALLIANCE,DOMSP_LAY,SA_VEG_DESCRIPTION,ENVIRONMENTAL_DESCRIPTION,MVG_NO,MVS_NO,MVG_NAME,MVS_NAME
44.000000000000000,KI0202,mallee forest,mid open mallee forest,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee forest,"Eucalyptus diversifolia ssp. diversifolia+/-Eucalyptus albopurpurea,Eucalyptus rugosa mid open mallee forest",Eucalyptus diversifolia ssp. diversifolia mallee forest over shrubs,Eucalyptus diversifolia ssp. diversifolia mid open mallee forest over Melaleuca lanceolata (mixed) shrubs and Pultenaea rigida var. rigida (NC) (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, +/-Eucalyptus albopurpurea, Eucalyptus rugosa mid open mallee forest over Melaleuca lanceolata, Lasiopetalum schulzenii, Acacia uncifolia, +/-Hakea vittata, +/-Hakea mitchellii, +/-Banksia marginata, +/-Acacia myrtifolia var. myrtifolia (NC), +/-Xanthorrhoea semiplana ssp. tateana shrubs over +/-Pultenaea rigida var. rigida (NC), +/-Correa reflexa (NC), +/-Pomaderris obcordata","Soils overlying limestone;Sand;deep to shallow, acid to neutral;Mainly inland",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
45.000000000000000,KI0203,mallee woodland,mid open mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,+/-Eucalyptus diversifolia ssp. diversifolia+/-Eucalyptus albopurpurea+/-Eucalyptus cladocalyx mid open mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs,emergent Eucalyptus rugosa trees over Eucalyptus diversifolia ssp. diversifolia mid open mallee woodland and Melaleuca lanceolata (mixed) shrubs and Pultenaea rigida var. rigida (NC) (mixed) shrubs,"emergent Eucalyptus rugosa, +/-Eucalyptus fasciculosa over +/-Eucalyptus diversifolia ssp. diversifolia, +/-Eucalyptus albopurpurea, +/-Eucalyptus cladocalyx mid open mallee woodland over Melaleuca lanceolata, Lasiopetalum schulzenii, Acacia uncifolia, +/-Hakea vittata, +/-Hakea mitchellii shrubs over Pultenaea rigida var. rigida (NC), Correa eburnea, Pomaderris obcordata","Soils overlying limestone or adjacent to laterite province;Sand;deep to shallow, acid to neutral",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
46.000000000000000,KI0204,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,Eucalyptus diversifolia ssp. diversifolia+/-Eucalyptus rugosa+/-Eucalyptus oleosa ssp. ampliata mid mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs and shrubs,Eucalyptus diversifolia ssp. diversifolia mid mallee woodland over Melaleuca lanceolata (mixed) shrubs and Orthrosanthus multiflorus (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, +/-Eucalyptus rugosa, +/-Eucalyptus oleosa ssp. ampliata mid mallee woodland over Melaleuca lanceolata, Acacia uncifolia, Lasiopetalum schulzenii shrubs over Orthrosanthus multiflorus, Correa eburnea, Pomaderris paniculosa ssp. paniculosa, Senecio odoratus, Myoporum insulare shrubs",Consolidated dunes;Soils on consolidated diunes or limestone;Sand;alkaline;Coastal,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
47.000000000000000,KI0205,mallee forest,low open mallee forest,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee forest,Eucalyptus diversifolia ssp. diversifolia low open mallee forest,Eucalyptus diversifolia ssp. diversifolia mallee forest over shrubs,Eucalyptus diversifolia ssp. diversifolia low open mallee forest over Melaleuca lanceolata (mixed) shrubs and Pomaderris paniculosa ssp. paniculosa (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia low open mallee forest over Melaleuca lanceolata, Hakea vittata, Melaleuca gibbosa shrubs over Pomaderris paniculosa ssp. paniculosa, Acrotriche patula, Lasiopetalum schulzenii, +/-Lasiopetalum discolor",Massive sheet limestone;Coastal,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
48.000000000000000,KI0206,mallee woodland,mid open mallee woodland,Eucalyptus mallee forest and mallee woodland,"Eucalyptus diversifolia ssp. diversifolia,Melaleuca lanceolata mallee woodland","Eucalyptus diversifolia ssp. diversifolia,Melaleuca lanceolata,Eucalyptus rugosa mid open mallee woodland","Eucalyptus diversifolia ssp. diversifolia,Melaleuca lanceolata mallee woodland over shrubs","Eucalyptus diversifolia ssp. diversifolia,Melaleuca lanceolata mid open mallee woodland over Acacia uncifolia (mixed) shrubs and Correa eburnea (mixed) shrubs","Eucalyptus diversifolia ssp. diversifolia, Melaleuca lanceolata, Eucalyptus rugosa mid open mallee woodland over Acacia uncifolia, +/-Leucopogon parviflorus, +/-Myoporum insulare, +/-Melaleuca gibbosa, +/-Acacia longifolia ssp. sophorae shrubs over +/-Correa eburnea, +/-Pomaderris paniculosa ssp. paniculosa",Dunes;Partially stabilised beach dunes;Sand;Deep alkaline;Coastal,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
49.000000000000000,KI0207,mallee woodland,low open mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,Eucalyptus diversifolia ssp. diversifolia+/-Eucalyptus rugosa+/-Eucalyptus cosmophylla low open mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs,Eucalyptus diversifolia ssp. diversifolia low open mallee woodland over Melaleuca lanceolata (mixed) shrubs and Lasiopetalum schulzenii (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, +/-Eucalyptus rugosa, +/-Eucalyptus cosmophylla low open mallee woodland over Melaleuca lanceolata, Banksia marginata, +/-Hakea mitchellii shrubs over Lasiopetalum schulzenii, Correa eburnea, Acacia myrtifolia var. myrtifolia (NC), Pultenaea rigida var. rigida (NC), Hakea vittata",On Teritiary limestone with embedded fossil clay horizons;Coastal,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
50.000000000000000,KI0208,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia+/-Eucalyptus albopurpurea,Eucalyptus rugosa mid mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs,Eucalyptus diversifolia ssp. diversifolia mid mallee woodland over Melaleuca lanceolata (mixed) shrubs and Lasiopetalum schulzenii shrubs,"Eucalyptus diversifolia ssp. diversifolia, +/-Eucalyptus albopurpurea, Eucalyptus rugosa mid mallee woodland over Melaleuca lanceolata, Acacia uncifolia, +/-Hakea mitchellii, +/-Banksia marginata, +/-Acacia myrtifolia var. myrtifolia (NC), +/-Xanthorrhoea semiplana ssp. tateana shrubs over Lasiopetalum schulzenii, +/-Hakea vittata, +/-Pultenaea rigida var. rigida (NC), +/-Correa eburnea, +/-Pomaderris obcordata","Soil usually overlying limestone;Sand;Deep to shallow, acid to neutral;Coastal",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
51.000000000000000,KI0209,mallee woodland,mid open mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia,Eucalyptus remota,Eucalyptus cosmophylla+/-Eucalyptus arenacea/baxteri mid open mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs,Eucalyptus diversifolia ssp. diversifolia mid open mallee woodland over Banksia ornata (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, Eucalyptus remota, Eucalyptus cosmophylla, +/-Eucalyptus arenacea/baxteri mid open mallee woodland over Banksia ornata, Banksia marginata, Hakea rostrata, Allocasuarina striata, +/-Allocasuarina muelleriana ssp. notocolpica, +/-Xanthorrhoea semiplana ssp. tateana shrubs",Laterite surfaces adjacent to limestone provinces;Coastal,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
52.000000000000000,KI0210,mallee woodland,mid open mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia,Eucalyptus cosmophylla,Eucalyptus albopurpurea+/-Eucalyptus cneorifolia+/-Eucalyptus fasciculosa mid open mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs,Eucalyptus diversifolia ssp. diversifolia mid open mallee woodland over Allocasuarina muelleriana ssp. notocolpica shrubs,"Eucalyptus diversifolia ssp. diversifolia, Eucalyptus cosmophylla, Eucalyptus albopurpurea, +/-Eucalyptus cneorifolia, +/-Eucalyptus fasciculosa mid open mallee woodland over Allocasuarina muelleriana ssp. notocolpica, +/-Allocasuarina striata, +/-Banksia marginata, +/-Hakea rostrata shrubs",Cambrian sandstone bedrock at or near surface,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
53.000000000000000,KI0211,mallee woodland,mid open mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia,Eucalyptus cosmophylla mid open mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs,Eucalyptus diversifolia ssp. diversifolia mid open mallee woodland over Xanthorrhoea semiplana ssp. tateana (mixed) shrubs and Pultenaea rigida var. rigida (NC) (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, Eucalyptus cosmophylla mid open mallee woodland over Xanthorrhoea semiplana ssp. tateana, Allocasuarina striata, Spyridium halmaturinum var. halmaturinum, Acacia myrtifolia var. myrtifolia (NC), Hakea mitchellii, Banksia marginata shrubs over Pultenaea rigida var. rigida (NC), Hakea rostrata","Hills and RidgesOn Tertiary limestone, surrounded by laterite clays",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
54.000000000000000,KI0212,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia,Eucalyptus albopurpurea+/-Eucalyptus cneorifolia+/-Eucalyptus cosmophylla+/-Eucalyptus fasciculosa mid mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs,Eucalyptus diversifolia ssp. diversifolia mid mallee woodland over Melaleuca uncinata (mixed) shrubs and Correa eburnea (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, Eucalyptus albopurpurea, +/-Eucalyptus cneorifolia, +/-Eucalyptus cosmophylla, +/-Eucalyptus fasciculosa mid mallee woodland over Melaleuca uncinata, Allocasuarina muelleriana ssp. notocolpica, Allocasuarina striata, +/-Xanthorrhoea semiplana ssp. tateana, +/-Thryptomene ericaea shrubs over Correa eburnea, Grevillea ilicifolia var. ilicifolia (NC)","Clay;Acid laterite, variable overlay of silic",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
55.000000000000000,KI0213,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia,Eucalyptus rugosa+/-Eucalyptus albopurpurea+/-Eucalyptus oleosa ssp. ampliata mid mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs,Eucalyptus diversifolia ssp. diversifolia mid mallee woodland over Melaleuca lanceolata (mixed) shrubs and Beyeria lechenaultii shrubs,"Eucalyptus diversifolia ssp. diversifolia, Eucalyptus rugosa, +/-Eucalyptus albopurpurea, +/-Eucalyptus oleosa ssp. ampliata mid mallee woodland over Melaleuca lanceolata, +/-Hakea mitchellii, +/-Hakea vittata, +/-Acacia myrtifolia var. myrtifolia (NC), +/-Grevillea ilicifolia var. ilicifolia (NC) shrubs over Beyeria lechenaultii, +/-Pomaderris obcordata, +/-Correa eburnea, +/-Acrotriche cordata, +/-Logania ovata",On Teritiary limestone with fossil clay horizons;Clay;Coastal peninsula,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
56.000000000000000,KI0214,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia,Eucalyptus albopurpurea+/-Eucalyptus cneorifolia+/-Eucalyptus fasciculosa mid mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs and shrubs,Eucalyptus diversifolia ssp. diversifolia mid mallee woodland over Melaleuca uncinata (mixed) shrubs and Correa eburnea shrubs,"Eucalyptus diversifolia ssp. diversifolia, Eucalyptus albopurpurea, +/-Eucalyptus cneorifolia, +/-Eucalyptus fasciculosa mid mallee woodland over Melaleuca uncinata, Allocasuarina muelleriana ssp. notocolpica, Allocasuarina striata, Xanthorrhoea semiplana ssp. tateana, Thryptomene ericaea shrubs over Correa eburnea shrubs","Clay;Acid laterite, variable overlay of silic;Coastal",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
57.000000000000000,KI0215,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia,Eucalyptus albopurpurea,Eucalyptus leptophylla+/-Eucalyptus cneorifolia+/-Eucalyptus cosmophylla mid mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs,Eucalyptus diversifolia ssp. diversifolia mid mallee woodland over Leptospermum myrsinoides (mixed) shrubs and Bertya rotundifolia (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, Eucalyptus albopurpurea, Eucalyptus leptophylla, +/-Eucalyptus cneorifolia, +/-Eucalyptus cosmophylla mid mallee woodland over Leptospermum myrsinoides, +/-Banksia marginata, +/-Acacia myrtifolia var. myrtifolia (NC), +/-Melaleuca uncinata, +/-Thryptomene ericaea shrubs over Bertya rotundifolia, Adenanthos macropodianus, +/-Xanthorrhoea semiplana ssp. tateana, +/-Lasiopetalum schulzenii, +/-Grevillea ilicifolia var. ilicifolia (NC)","Plains;Soil of tillite origin;Clay;Alkaline, overlay of siliceous sands",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
58.000000000000000,KI0216,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia,Eucalyptus albopurpurea,Eucalyptus leptophylla+/-Eucalyptus cneorifolia mid mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs and shrubs,Eucalyptus diversifolia ssp. diversifolia mid mallee woodland over Melaleuca lanceolata (mixed) shrubs and Correa eburnea shrubs,"Eucalyptus diversifolia ssp. diversifolia, Eucalyptus albopurpurea, Eucalyptus leptophylla, +/-Eucalyptus cneorifolia mid mallee woodland over Melaleuca lanceolata, Lasiopetalum schulzenii, Grevillea ilicifolia var. ilicifolia (NC), +/-Hakea vittata, +/-Melaleuca uncinata shrubs over Correa eburnea shrubs","Ridges;Stranded Tertiary limestone, surrounded by alkaline clays",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
59.000000000000000,KI0217,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia,Eucalyptus rugosa,Eucalyptus cneorifolia,Eucalyptus albopurpurea,Eucalyptus oleosa ssp. ampliata mid mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs and shrubs,Eucalyptus diversifolia ssp. diversifolia mid mallee woodland over Acacia paradoxa (mixed) shrubs and Acrotriche patula (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, Eucalyptus rugosa, Eucalyptus cneorifolia, Eucalyptus albopurpurea, Eucalyptus oleosa ssp. ampliata mid mallee woodland over Acacia paradoxa, Melaleuca lanceolata, Lasiopetalum schulzenii, Choretrum glomeratum var. glomeratum, +/-Melaleuca acuminata ssp. acuminata shrubs over Acrotriche patula, +/-Beyeria lechenaultii, +/-Pomaderris obcordata, +/-Correa eburnea, +/-Dodonaea humilis shrubs",On Teritiary limestone with fossil clay horizons;Coastal,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
60.000000000000000,KI0218,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee woodland,"Eucalyptus diversifolia ssp. diversifolia+/-Eucalyptus cneorifolia,Eucalyptus albopurpurea+/-Eucalyptus rugosa mid mallee woodland",Eucalyptus diversifolia ssp. diversifolia mallee woodland over shrubs,Eucalyptus diversifolia ssp. diversifolia mid mallee woodland over Acacia myrtifolia var. myrtifolia (NC) (mixed) shrubs and Logania ovata (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, +/-Eucalyptus cneorifolia, Eucalyptus albopurpurea, +/-Eucalyptus rugosa mid mallee woodland over Acacia myrtifolia var. myrtifolia (NC), +/-Hakea vittata, +/-Banksia marginata shrubs over Logania ovata, Choretrum glomeratum var. glomeratum, +/-Hakea mitchellii, +/-Correa eburnea, +/-Lasiopetalum schulzenii",On Teritiary sheet limestone with fossil clay horizons;Variable overlay of alkaline sands;Coastal,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
61.000000000000000,KI0219,mallee forest,low closed mallee forest,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia mallee forest,Eucalyptus diversifolia ssp. diversifolia+/-Eucalyptus cneorifolia low closed mallee forest,Eucalyptus diversifolia ssp. diversifolia mallee forest over shrubs,Eucalyptus diversifolia ssp. diversifolia low closed mallee forest over Melaleuca uncinata (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, +/-Eucalyptus cneorifolia low closed mallee forest over Melaleuca uncinata, Melaleuca gibbosa, Thryptomene ericaea, Hakea mitchellii, Allocasuarina striata shrubs",Cliff top;In granite with variable presence of limestone;Coastal cliff tops,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
62.000000000000000,KI0220,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus diversifolia ssp. diversifolia (mixed) mallee woodland,"Eucalyptus diversifolia ssp. diversifolia+/-Eucalyptus cneorifolia,Eucalyptus albopurpurea,Eucalyptus rugosa+/-Callitris gracilis mid mallee woodland",Eucalyptus diversifolia ssp. diversifolia (mixed) mallee woodland over shrubs and shrubs,Eucalyptus diversifolia ssp. diversifolia (mixed) mid mallee woodland over Melaleuca lanceolata (mixed) shrubs and Correa eburnea (mixed) shrubs,"Eucalyptus diversifolia ssp. diversifolia, +/-Eucalyptus cneorifolia, Eucalyptus albopurpurea, Eucalyptus rugosa, +/-Callitris gracilis mid mallee woodland over Melaleuca lanceolata, Dodonaea viscosa ssp. angustissima, Leucopogon parviflorus, Acacia leiophylla shrubs over Correa eburnea, Pomaderris paniculosa ssp. paniculosa, Acrotriche patula, Lasiopetalum schulzenii, Beyeria lechenaultii shrubs","In Quaternary stranded shoreline deposits, spreading to recent coasta;Coastal",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
