state,south_australia_related,phn_code,phn_area_name,reporting_year,age_group,population_group,num_registered_children,num_fully_immunised,num_not_fully_immunised,percent_fully_immunised,interpret_with_caution
SA,True,PHN401,Adelaide,2015-16,1 year,Aboriginal and Torres Strait Islander children,454,410,44,90.3,
SA,True,PHN402,Country SA,2015-16,1 year,Aboriginal and Torres Strait Islander children,376,343,33,91.2,
WA,False,PHN501,Perth North,2015-16,1 year,Aboriginal and Torres Strait Islander children,370,281,89,76.1,
WA,False,PHN502,Perth South,2015-16,1 year,Aboriginal and Torres Strait Islander children,480,389,91,81.1,
WA,False,PHN503,Country WA,2015-16,1 year,Aboriginal and Torres Strait Islander children,1206,1056,150,87.6,
TAS,False,PHN601,Tasmania,2015-16,1 year,Aboriginal and Torres Strait Islander children,451,425,26,94.2,
NT,False,PHN701,Northern Territory,2015-16,1 year,Aboriginal and Torres Strait Islander children,1379,1283,96,93,
ACT,False,PHN801,Australian Capital Territory,2015-16,1 year,Aboriginal and Torres Strait Islander children,139,130,9,93.5,
NSW,False,PHN101,Central and Eastern Sydney,2015-16,2 years,Aboriginal and Torres Strait Islander children,220,194,26,88.3,
NSW,False,PHN102,Northern Sydney,2015-16,2 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,94.3,#
NSW,False,PHN103,Western Sydney,2015-16,2 years,Aboriginal and Torres Strait Islander children,286,243,43,84.7,
NSW,False,PHN104,Nepean Blue Mountains,2015-16,2 years,Aboriginal and Torres Strait Islander children,216,193,23,89,
NSW,False,PHN105,South Western Sydney,2015-16,2 years,Aboriginal and Torres Strait Islander children,291,272,19,93.4,
NSW,False,PHN106,South Eastern NSW,2015-16,2 years,Aboriginal and Torres Strait Islander children,456,414,42,90.8,
NSW,False,PHN107,Western NSW,2015-16,2 years,Aboriginal and Torres Strait Islander children,873,768,105,88,
NSW,False,PHN108,Hunter New England and Central Coast,2015-16,2 years,Aboriginal and Torres Strait Islander children,1500,1369,131,91.3,
NSW,False,PHN109,North Coast,2015-16,2 years,Aboriginal and Torres Strait Islander children,657,597,60,90.8,
NSW,False,PHN110,Murrumbidgee,2015-16,2 years,Aboriginal and Torres Strait Islander children,285,252,33,88.4,
VIC,False,PHN201,North Western Melbourne,2015-16,2 years,Aboriginal and Torres Strait Islander children,256,217,39,84.7,
VIC,False,PHN202,Eastern Melbourne,2015-16,2 years,Aboriginal and Torres Strait Islander children,139,125,14,90.1,
VIC,False,PHN203,South Eastern Melbourne,2015-16,2 years,Aboriginal and Torres Strait Islander children,167,147,20,88,
VIC,False,PHN204,Gippsland,2015-16,2 years,Aboriginal and Torres Strait Islander children,122,106,16,86.8,
VIC/NSW,False,PHN205,Murray,2015-16,2 years,Aboriginal and Torres Strait Islander children,376,333,43,88.6,
VIC,False,PHN206,Western Victoria,2015-16,2 years,Aboriginal and Torres Strait Islander children,182,157,25,86.2,
QLD,False,PHN301,Brisbane North,2015-16,2 years,Aboriginal and Torres Strait Islander children,572,508,64,88.8,
QLD,False,PHN302,Brisbane South,2015-16,2 years,Aboriginal and Torres Strait Islander children,551,488,63,88.5,
QLD,False,PHN303,Gold Coast,2015-16,2 years,Aboriginal and Torres Strait Islander children,170,149,21,88.1,
QLD,False,PHN304,Darling Downs and West Moreton,2015-16,2 years,Aboriginal and Torres Strait Islander children,711,614,97,86.3,
QLD,False,PHN305,Western Queensland,2015-16,2 years,Aboriginal and Torres Strait Islander children,317,272,45,86,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2015-16,2 years,Aboriginal and Torres Strait Islander children,791,674,117,85.2,
QLD,False,PHN307,Northern Queensland,2015-16,2 years,Aboriginal and Torres Strait Islander children,1852,1635,217,88.2,
SA,True,PHN401,Adelaide,2015-16,2 years,Aboriginal and Torres Strait Islander children,430,364,66,84.6,
SA,True,PHN402,Country SA,2015-16,2 years,Aboriginal and Torres Strait Islander children,402,348,54,86.6,
WA,False,PHN501,Perth North,2015-16,2 years,Aboriginal and Torres Strait Islander children,363,291,72,80.1,
WA,False,PHN502,Perth South,2015-16,2 years,Aboriginal and Torres Strait Islander children,474,360,114,76,
WA,False,PHN503,Country WA,2015-16,2 years,Aboriginal and Torres Strait Islander children,1194,1052,142,88.1,
TAS,False,PHN601,Tasmania,2015-16,2 years,Aboriginal and Torres Strait Islander children,401,361,40,90,
NT,False,PHN701,Northern Territory,2015-16,2 years,Aboriginal and Torres Strait Islander children,1248,1097,151,87.9,
ACT,False,PHN801,Australian Capital Territory,2015-16,2 years,Aboriginal and Torres Strait Islander children,134,112,22,83.6,
NSW,False,PHN101,Central and Eastern Sydney,2015-16,5 years,Aboriginal and Torres Strait Islander children,196,178,18,90.8,
NSW,False,PHN102,Northern Sydney,2015-16,5 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,87.5,#
NSW,False,PHN103,Western Sydney,2015-16,5 years,Aboriginal and Torres Strait Islander children,247,230,17,92.8,
NSW,False,PHN104,Nepean Blue Mountains,2015-16,5 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,97.5,
NSW,False,PHN105,South Western Sydney,2015-16,5 years,Aboriginal and Torres Strait Islander children,326,306,20,93.8,
NSW,False,PHN106,South Eastern NSW,2015-16,5 years,Aboriginal and Torres Strait Islander children,448,435,13,97.1,
NSW,False,PHN107,Western NSW,2015-16,5 years,Aboriginal and Torres Strait Islander children,721,694,27,96.3,
NSW,False,PHN108,Hunter New England and Central Coast,2015-16,5 years,Aboriginal and Torres Strait Islander children,1342,1295,47,96.5,
NSW,False,PHN109,North Coast,2015-16,5 years,Aboriginal and Torres Strait Islander children,612,583,29,95.3,
NSW,False,PHN110,Murrumbidgee,2015-16,5 years,Aboriginal and Torres Strait Islander children,263,252,11,95.8,
VIC,False,PHN201,North Western Melbourne,2015-16,5 years,Aboriginal and Torres Strait Islander children,207,198,9,95.6,
VIC,False,PHN202,Eastern Melbourne,2015-16,5 years,Aboriginal and Torres Strait Islander children,134,124,10,92.8,
VIC,False,PHN203,South Eastern Melbourne,2015-16,5 years,Aboriginal and Torres Strait Islander children,100,94,6,94.6,#
VIC,False,PHN204,Gippsland,2015-16,5 years,Aboriginal and Torres Strait Islander children,109,103,6,93.8,
VIC/NSW,False,PHN205,Murray,2015-16,5 years,Aboriginal and Torres Strait Islander children,346,330,16,95.3,
VIC,False,PHN206,Western Victoria,2015-16,5 years,Aboriginal and Torres Strait Islander children,132,118,14,89.4,
QLD,False,PHN301,Brisbane North,2015-16,5 years,Aboriginal and Torres Strait Islander children,436,406,30,93.1,
QLD,False,PHN302,Brisbane South,2015-16,5 years,Aboriginal and Torres Strait Islander children,534,502,32,94,
QLD,False,PHN303,Gold Coast,2015-16,5 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,98.8,
QLD,False,PHN304,Darling Downs and West Moreton,2015-16,5 years,Aboriginal and Torres Strait Islander children,667,615,52,92.2,
QLD,False,PHN305,Western Queensland,2015-16,5 years,Aboriginal and Torres Strait Islander children,344,321,23,93.3,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2015-16,5 years,Aboriginal and Torres Strait Islander children,750,697,53,92.9,
QLD,False,PHN307,Northern Queensland,2015-16,5 years,Aboriginal and Torres Strait Islander children,1971,1893,78,96.1,
SA,True,PHN401,Adelaide,2015-16,5 years,Aboriginal and Torres Strait Islander children,437,405,32,92.7,
SA,True,PHN402,Country SA,2015-16,5 years,Aboriginal and Torres Strait Islander children,358,343,15,95.8,
WA,False,PHN501,Perth North,2015-16,5 years,Aboriginal and Torres Strait Islander children,335,302,33,90.1,
WA,False,PHN502,Perth South,2015-16,5 years,Aboriginal and Torres Strait Islander children,449,402,47,89.6,
WA,False,PHN503,Country WA,2015-16,5 years,Aboriginal and Torres Strait Islander children,1194,1141,53,95.6,
TAS,False,PHN601,Tasmania,2015-16,5 years,Aboriginal and Torres Strait Islander children,396,378,18,95.5,
NT,False,PHN701,Northern Territory,2015-16,5 years,Aboriginal and Torres Strait Islander children,1307,1230,77,94.1,
ACT,False,PHN801,Australian Capital Territory,2015-16,5 years,Aboriginal and Torres Strait Islander children,128,117,11,91.4,
NSW,False,PHN101,Central and Eastern Sydney,2014-15,1 year,Aboriginal and Torres Strait Islander children,232,212,20,91.5,
NSW,False,PHN102,Northern Sydney,2014-15,1 year,Aboriginal and Torres Strait Islander children,NP,NP,NP,97.2,#
NSW,False,PHN103,Western Sydney,2014-15,1 year,Aboriginal and Torres Strait Islander children,276,237,39,85.7,
NSW,False,PHN104,Nepean Blue Mountains,2014-15,1 year,Aboriginal and Torres Strait Islander children,203,180,23,88.5,
NSW,False,PHN105,South Western Sydney,2014-15,1 year,Aboriginal and Torres Strait Islander children,268,241,27,89.8,
NSW,False,PHN106,South Eastern NSW,2014-15,1 year,Aboriginal and Torres Strait Islander children,439,393,46,89.5,
NSW,False,PHN107,Western NSW,2014-15,1 year,Aboriginal and Torres Strait Islander children,883,780,103,88.3,
NSW,False,PHN108,Hunter New England and Central Coast,2014-15,1 year,Aboriginal and Torres Strait Islander children,1497,1384,113,92.4,
NSW,False,PHN109,North Coast,2014-15,1 year,Aboriginal and Torres Strait Islander children,683,617,66,90.3,
NSW,False,PHN110,Murrumbidgee,2014-15,1 year,Aboriginal and Torres Strait Islander children,283,261,22,92.3,
VIC,False,PHN201,North Western Melbourne,2014-15,1 year,Aboriginal and Torres Strait Islander children,265,232,33,87.5,
VIC,False,PHN202,Eastern Melbourne,2014-15,1 year,Aboriginal and Torres Strait Islander children,157,137,20,87.2,
VIC,False,PHN203,South Eastern Melbourne,2014-15,1 year,Aboriginal and Torres Strait Islander children,162,137,25,85.1,
VIC,False,PHN204,Gippsland,2014-15,1 year,Aboriginal and Torres Strait Islander children,138,113,25,81.8,
VIC/NSW,False,PHN205,Murray,2014-15,1 year,Aboriginal and Torres Strait Islander children,366,313,53,85.5,
VIC,False,PHN206,Western Victoria,2014-15,1 year,Aboriginal and Torres Strait Islander children,168,148,20,88.1,
QLD,False,PHN301,Brisbane North,2014-15,1 year,Aboriginal and Torres Strait Islander children,503,454,49,90.3,
QLD,False,PHN302,Brisbane South,2014-15,1 year,Aboriginal and Torres Strait Islander children,529,465,64,88,
QLD,False,PHN303,Gold Coast,2014-15,1 year,Aboriginal and Torres Strait Islander children,154,131,23,84.6,
QLD,False,PHN304,Darling Downs and West Moreton,2014-15,1 year,Aboriginal and Torres Strait Islander children,724,627,97,86.6,
QLD,False,PHN305,Western Queensland,2014-15,1 year,Aboriginal and Torres Strait Islander children,326,276,50,84.7,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2014-15,1 year,Aboriginal and Torres Strait Islander children,813,695,118,85.5,
QLD,False,PHN307,Northern Queensland,2014-15,1 year,Aboriginal and Torres Strait Islander children,1916,1663,253,86.8,
SA,True,PHN401,Adelaide,2014-15,1 year,Aboriginal and Torres Strait Islander children,436,384,52,88.1,
SA,True,PHN402,Country SA,2014-15,1 year,Aboriginal and Torres Strait Islander children,407,361,46,88.7,
WA,False,PHN501,Perth North,2014-15,1 year,Aboriginal and Torres Strait Islander children,346,278,68,80.4,
WA,False,PHN502,Perth South,2014-15,1 year,Aboriginal and Torres Strait Islander children,453,341,112,75.2,
WA,False,PHN503,Country WA,2014-15,1 year,Aboriginal and Torres Strait Islander children,1214,1070,144,88.1,
TAS,False,PHN601,Tasmania,2014-15,1 year,Aboriginal and Torres Strait Islander children,391,338,53,86.4,
NT,False,PHN701,Northern Territory,2014-15,1 year,Aboriginal and Torres Strait Islander children,1433,1264,169,88.2,
ACT,False,PHN801,Australian Capital Territory,2014-15,1 year,Aboriginal and Torres Strait Islander children,127,118,9,92.9,
NSW,False,PHN101,Central and Eastern Sydney,2014-15,2 years,Aboriginal and Torres Strait Islander children,221,199,22,90,
NSW,False,PHN102,Northern Sydney,2014-15,2 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,88.6,#
NSW,False,PHN103,Western Sydney,2014-15,2 years,Aboriginal and Torres Strait Islander children,261,224,37,85.8,
NSW,False,PHN104,Nepean Blue Mountains,2014-15,2 years,Aboriginal and Torres Strait Islander children,246,215,31,87.2,
NSW,False,PHN105,South Western Sydney,2014-15,2 years,Aboriginal and Torres Strait Islander children,299,270,29,90.4,
NSW,False,PHN106,South Eastern NSW,2014-15,2 years,Aboriginal and Torres Strait Islander children,463,398,65,85.8,
NSW,False,PHN107,Western NSW,2014-15,2 years,Aboriginal and Torres Strait Islander children,828,741,87,89.5,
NSW,False,PHN108,Hunter New England and Central Coast,2014-15,2 years,Aboriginal and Torres Strait Islander children,1455,1307,148,89.9,
NSW,False,PHN109,North Coast,2014-15,2 years,Aboriginal and Torres Strait Islander children,637,563,74,88.3,
NSW,False,PHN110,Murrumbidgee,2014-15,2 years,Aboriginal and Torres Strait Islander children,266,233,33,87.7,
VIC,False,PHN201,North Western Melbourne,2014-15,2 years,Aboriginal and Torres Strait Islander children,232,198,34,85.3,
VIC,False,PHN202,Eastern Melbourne,2014-15,2 years,Aboriginal and Torres Strait Islander children,135,110,25,81.5,
VIC,False,PHN203,South Eastern Melbourne,2014-15,2 years,Aboriginal and Torres Strait Islander children,130,117,13,90.1,
VIC,False,PHN204,Gippsland,2014-15,2 years,Aboriginal and Torres Strait Islander children,112,96,16,85.7,
VIC/NSW,False,PHN205,Murray,2014-15,2 years,Aboriginal and Torres Strait Islander children,345,283,62,82,
VIC,False,PHN206,Western Victoria,2014-15,2 years,Aboriginal and Torres Strait Islander children,166,147,19,88.5,
QLD,False,PHN301,Brisbane North,2014-15,2 years,Aboriginal and Torres Strait Islander children,446,399,47,89.5,
QLD,False,PHN302,Brisbane South,2014-15,2 years,Aboriginal and Torres Strait Islander children,587,498,89,84.9,
QLD,False,PHN303,Gold Coast,2014-15,2 years,Aboriginal and Torres Strait Islander children,159,141,18,88.3,
QLD,False,PHN304,Darling Downs and West Moreton,2014-15,2 years,Aboriginal and Torres Strait Islander children,730,624,106,85.5,
QLD,False,PHN305,Western Queensland,2014-15,2 years,Aboriginal and Torres Strait Islander children,325,279,46,85.9,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2014-15,2 years,Aboriginal and Torres Strait Islander children,848,742,106,87.5,
QLD,False,PHN307,Northern Queensland,2014-15,2 years,Aboriginal and Torres Strait Islander children,1966,1719,247,87.4,
SA,True,PHN401,Adelaide,2014-15,2 years,Aboriginal and Torres Strait Islander children,414,342,72,82.7,
SA,True,PHN402,Country SA,2014-15,2 years,Aboriginal and Torres Strait Islander children,367,307,60,83.5,
WA,False,PHN501,Perth North,2014-15,2 years,Aboriginal and Torres Strait Islander children,345,265,80,76.9,
WA,False,PHN502,Perth South,2014-15,2 years,Aboriginal and Torres Strait Islander children,465,374,91,80.4,
WA,False,PHN503,Country WA,2014-15,2 years,Aboriginal and Torres Strait Islander children,1175,1014,161,86.3,
TAS,False,PHN601,Tasmania,2014-15,2 years,Aboriginal and Torres Strait Islander children,422,355,67,84.1,
NT,False,PHN701,Northern Territory,2014-15,2 years,Aboriginal and Torres Strait Islander children,1301,1155,146,88.8,
ACT,False,PHN801,Australian Capital Territory,2014-15,2 years,Aboriginal and Torres Strait Islander children,124,105,19,84.7,
NSW,False,PHN101,Central and Eastern Sydney,2014-15,5 years,Aboriginal and Torres Strait Islander children,224,208,16,92.9,
NSW,False,PHN102,Northern Sydney,2014-15,5 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,89,#
NSW,False,PHN103,Western Sydney,2014-15,5 years,Aboriginal and Torres Strait Islander children,236,224,12,95.2,
NSW,False,PHN104,Nepean Blue Mountains,2014-15,5 years,Aboriginal and Torres Strait Islander children,186,176,10,94.7,
NSW,False,PHN105,South Western Sydney,2014-15,5 years,Aboriginal and Torres Strait Islander children,262,248,14,94.7,
NSW,False,PHN106,South Eastern NSW,2014-15,5 years,Aboriginal and Torres Strait Islander children,400,376,24,94,
NSW,False,PHN107,Western NSW,2014-15,5 years,Aboriginal and Torres Strait Islander children,740,716,24,96.8,
NSW,False,PHN108,Hunter New England and Central Coast,2014-15,5 years,Aboriginal and Torres Strait Islander children,1143,1094,49,95.7,
NSW,False,PHN109,North Coast,2014-15,5 years,Aboriginal and Torres Strait Islander children,549,522,27,95.1,
NSW,False,PHN110,Murrumbidgee,2014-15,5 years,Aboriginal and Torres Strait Islander children,221,212,9,95.9,
VIC,False,PHN201,North Western Melbourne,2014-15,5 years,Aboriginal and Torres Strait Islander children,209,188,21,90,
VIC,False,PHN202,Eastern Melbourne,2014-15,5 years,Aboriginal and Torres Strait Islander children,115,105,10,91.3,
VIC,False,PHN203,South Eastern Melbourne,2014-15,5 years,Aboriginal and Torres Strait Islander children,113,101,12,89.3,
VIC,False,PHN204,Gippsland,2014-15,5 years,Aboriginal and Torres Strait Islander children,109,102,7,93.6,
VIC/NSW,False,PHN205,Murray,2014-15,5 years,Aboriginal and Torres Strait Islander children,276,259,17,93.8,
VIC,False,PHN206,Western Victoria,2014-15,5 years,Aboriginal and Torres Strait Islander children,124,113,11,91.1,
QLD,False,PHN301,Brisbane North,2014-15,5 years,Aboriginal and Torres Strait Islander children,389,364,25,93.6,
QLD,False,PHN302,Brisbane South,2014-15,5 years,Aboriginal and Torres Strait Islander children,472,434,38,91.9,
QLD,False,PHN303,Gold Coast,2014-15,5 years,Aboriginal and Torres Strait Islander children,183,175,8,96.1,
QLD,False,PHN304,Darling Downs and West Moreton,2014-15,5 years,Aboriginal and Torres Strait Islander children,664,619,45,93.2,
QLD,False,PHN305,Western Queensland,2014-15,5 years,Aboriginal and Torres Strait Islander children,355,331,24,93.4,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2014-15,5 years,Aboriginal and Torres Strait Islander children,749,664,85,88.7,
QLD,False,PHN307,Northern Queensland,2014-15,5 years,Aboriginal and Torres Strait Islander children,1884,1790,94,95,
SA,True,PHN401,Adelaide,2014-15,5 years,Aboriginal and Torres Strait Islander children,386,344,42,89.2,
SA,True,PHN402,Country SA,2014-15,5 years,Aboriginal and Torres Strait Islander children,350,317,33,90.5,
WA,False,PHN501,Perth North,2014-15,5 years,Aboriginal and Torres Strait Islander children,329,290,39,88.3,
WA,False,PHN502,Perth South,2014-15,5 years,Aboriginal and Torres Strait Islander children,420,363,57,86.5,
WA,False,PHN503,Country WA,2014-15,5 years,Aboriginal and Torres Strait Islander children,1166,1100,66,94.3,
TAS,False,PHN601,Tasmania,2014-15,5 years,Aboriginal and Torres Strait Islander children,419,388,31,92.6,
NT,False,PHN701,Northern Territory,2014-15,5 years,Aboriginal and Torres Strait Islander children,1333,1266,67,95,
ACT,False,PHN801,Australian Capital Territory,2014-15,5 years,Aboriginal and Torres Strait Islander children,122,116,6,95.1,
NSW,False,PHN101,Central and Eastern Sydney,2013-14,1 year,Aboriginal and Torres Strait Islander children,232,205,27,88.5,
NSW,False,PHN102,Northern Sydney,2013-14,1 year,Aboriginal and Torres Strait Islander children,NP,NP,NP,85.3,#
NSW,False,PHN103,Western Sydney,2013-14,1 year,Aboriginal and Torres Strait Islander children,234,195,39,83.2,
NSW,False,PHN104,Nepean Blue Mountains,2013-14,1 year,Aboriginal and Torres Strait Islander children,202,175,27,86.6,
NSW,False,PHN105,South Western Sydney,2013-14,1 year,Aboriginal and Torres Strait Islander children,291,247,44,84.7,
NSW,False,PHN106,South Eastern NSW,2013-14,1 year,Aboriginal and Torres Strait Islander children,449,399,50,88.7,
NSW,False,PHN107,Western NSW,2013-14,1 year,Aboriginal and Torres Strait Islander children,859,740,119,86.2,
NSW,False,PHN108,Hunter New England and Central Coast,2013-14,1 year,Aboriginal and Torres Strait Islander children,1443,1309,134,90.7,
NSW,False,PHN109,North Coast,2013-14,1 year,Aboriginal and Torres Strait Islander children,642,548,94,85.3,
NSW,False,PHN110,Murrumbidgee,2013-14,1 year,Aboriginal and Torres Strait Islander children,261,230,31,88.1,
VIC,False,PHN201,North Western Melbourne,2013-14,1 year,Aboriginal and Torres Strait Islander children,231,200,31,86.6,
VIC,False,PHN202,Eastern Melbourne,2013-14,1 year,Aboriginal and Torres Strait Islander children,131,110,21,83.9,
VIC,False,PHN203,South Eastern Melbourne,2013-14,1 year,Aboriginal and Torres Strait Islander children,128,113,15,88.4,
VIC,False,PHN204,Gippsland,2013-14,1 year,Aboriginal and Torres Strait Islander children,104,90,14,86.5,
VIC/NSW,False,PHN205,Murray,2013-14,1 year,Aboriginal and Torres Strait Islander children,352,297,55,84.4,
VIC,False,PHN206,Western Victoria,2013-14,1 year,Aboriginal and Torres Strait Islander children,175,154,21,88,
QLD,False,PHN301,Brisbane North,2013-14,1 year,Aboriginal and Torres Strait Islander children,451,391,60,86.7,
QLD,False,PHN302,Brisbane South,2013-14,1 year,Aboriginal and Torres Strait Islander children,529,455,74,86.1,
QLD,False,PHN303,Gold Coast,2013-14,1 year,Aboriginal and Torres Strait Islander children,175,154,21,88.2,
QLD,False,PHN304,Darling Downs and West Moreton,2013-14,1 year,Aboriginal and Torres Strait Islander children,727,634,93,87.2,
QLD,False,PHN305,Western Queensland,2013-14,1 year,Aboriginal and Torres Strait Islander children,337,287,50,85.2,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2013-14,1 year,Aboriginal and Torres Strait Islander children,834,702,132,84.2,
QLD,False,PHN307,Northern Queensland,2013-14,1 year,Aboriginal and Torres Strait Islander children,2004,1733,271,86.5,
SA,True,PHN401,Adelaide,2013-14,1 year,Aboriginal and Torres Strait Islander children,417,327,90,78.4,
SA,True,PHN402,Country SA,2013-14,1 year,Aboriginal and Torres Strait Islander children,374,303,71,81,
WA,False,PHN501,Perth North,2013-14,1 year,Aboriginal and Torres Strait Islander children,329,244,85,74,
WA,False,PHN502,Perth South,2013-14,1 year,Aboriginal and Torres Strait Islander children,420,323,97,77,
WA,False,PHN503,Country WA,2013-14,1 year,Aboriginal and Torres Strait Islander children,1200,1054,146,87.8,
TAS,False,PHN601,Tasmania,2013-14,1 year,Aboriginal and Torres Strait Islander children,414,360,54,87,
NT,False,PHN701,Northern Territory,2013-14,1 year,Aboriginal and Torres Strait Islander children,1458,1304,154,89.4,
ACT,False,PHN801,Australian Capital Territory,2013-14,1 year,Aboriginal and Torres Strait Islander children,125,112,13,89.6,
NSW,False,PHN101,Central and Eastern Sydney,2013-14,2 years,Aboriginal and Torres Strait Islander children,199,178,21,89.5,
NSW,False,PHN102,Northern Sydney,2013-14,2 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,NP,
NSW,False,PHN103,Western Sydney,2013-14,2 years,Aboriginal and Torres Strait Islander children,236,209,27,88.5,
NSW,False,PHN104,Nepean Blue Mountains,2013-14,2 years,Aboriginal and Torres Strait Islander children,190,177,13,92.8,
NSW,False,PHN105,South Western Sydney,2013-14,2 years,Aboriginal and Torres Strait Islander children,248,225,23,90.6,
NSW,False,PHN106,South Eastern NSW,2013-14,2 years,Aboriginal and Torres Strait Islander children,464,419,45,90.3,
NSW,False,PHN107,Western NSW,2013-14,2 years,Aboriginal and Torres Strait Islander children,844,779,65,92.3,
NSW,False,PHN108,Hunter New England and Central Coast,2013-14,2 years,Aboriginal and Torres Strait Islander children,1364,1272,92,93.2,
NSW,False,PHN109,North Coast,2013-14,2 years,Aboriginal and Torres Strait Islander children,604,553,51,91.6,
NSW,False,PHN110,Murrumbidgee,2013-14,2 years,Aboriginal and Torres Strait Islander children,259,239,20,92.3,
VIC,False,PHN201,North Western Melbourne,2013-14,2 years,Aboriginal and Torres Strait Islander children,177,155,22,87.6,
VIC,False,PHN202,Eastern Melbourne,2013-14,2 years,Aboriginal and Torres Strait Islander children,115,104,11,90.4,
VIC,False,PHN203,South Eastern Melbourne,2013-14,2 years,Aboriginal and Torres Strait Islander children,117,108,9,92.3,
VIC,False,PHN204,Gippsland,2013-14,2 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,94.7,#
VIC/NSW,False,PHN205,Murray,2013-14,2 years,Aboriginal and Torres Strait Islander children,330,297,33,90,
VIC,False,PHN206,Western Victoria,2013-14,2 years,Aboriginal and Torres Strait Islander children,148,140,8,94.6,
QLD,False,PHN301,Brisbane North,2013-14,2 years,Aboriginal and Torres Strait Islander children,432,404,28,93.5,
QLD,False,PHN302,Brisbane South,2013-14,2 years,Aboriginal and Torres Strait Islander children,545,507,38,93,
QLD,False,PHN303,Gold Coast,2013-14,2 years,Aboriginal and Torres Strait Islander children,188,178,10,94.6,
QLD,False,PHN304,Darling Downs and West Moreton,2013-14,2 years,Aboriginal and Torres Strait Islander children,657,595,62,90.6,
QLD,False,PHN305,Western Queensland,2013-14,2 years,Aboriginal and Torres Strait Islander children,378,362,16,95.7,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2013-14,2 years,Aboriginal and Torres Strait Islander children,745,685,60,91.9,
QLD,False,PHN307,Northern Queensland,2013-14,2 years,Aboriginal and Torres Strait Islander children,1935,1816,119,93.9,
SA,True,PHN401,Adelaide,2013-14,2 years,Aboriginal and Torres Strait Islander children,420,357,63,85,
SA,True,PHN402,Country SA,2013-14,2 years,Aboriginal and Torres Strait Islander children,381,330,51,86.6,
WA,False,PHN501,Perth North,2013-14,2 years,Aboriginal and Torres Strait Islander children,316,264,52,83.5,
WA,False,PHN502,Perth South,2013-14,2 years,Aboriginal and Torres Strait Islander children,463,405,58,87.6,
WA,False,PHN503,Country WA,2013-14,2 years,Aboriginal and Torres Strait Islander children,1179,1118,61,94.8,
TAS,False,PHN601,Tasmania,2013-14,2 years,Aboriginal and Torres Strait Islander children,417,387,30,92.8,
NT,False,PHN701,Northern Territory,2013-14,2 years,Aboriginal and Torres Strait Islander children,1395,1339,56,96,
ACT,False,PHN801,Australian Capital Territory,2013-14,2 years,Aboriginal and Torres Strait Islander children,113,107,6,94.7,
NSW,False,PHN101,Central and Eastern Sydney,2013-14,5 years,Aboriginal and Torres Strait Islander children,202,173,29,85.8,
NSW,False,PHN102,Northern Sydney,2013-14,5 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,100,#
NSW,False,PHN103,Western Sydney,2013-14,5 years,Aboriginal and Torres Strait Islander children,208,192,16,92.2,
NSW,False,PHN104,Nepean Blue Mountains,2013-14,5 years,Aboriginal and Torres Strait Islander children,166,155,11,93.5,
NSW,False,PHN105,South Western Sydney,2013-14,5 years,Aboriginal and Torres Strait Islander children,260,245,15,94.5,
NSW,False,PHN106,South Eastern NSW,2013-14,5 years,Aboriginal and Torres Strait Islander children,342,322,20,94.2,
NSW,False,PHN107,Western NSW,2013-14,5 years,Aboriginal and Torres Strait Islander children,688,635,53,92.3,
NSW,False,PHN108,Hunter New England and Central Coast,2013-14,5 years,Aboriginal and Torres Strait Islander children,1181,1126,55,95.3,
NSW,False,PHN109,North Coast,2013-14,5 years,Aboriginal and Torres Strait Islander children,575,542,33,94.3,
NSW,False,PHN110,Murrumbidgee,2013-14,5 years,Aboriginal and Torres Strait Islander children,225,208,17,92.1,
VIC,False,PHN201,North Western Melbourne,2013-14,5 years,Aboriginal and Torres Strait Islander children,170,152,18,89.8,
VIC,False,PHN202,Eastern Melbourne,2013-14,5 years,Aboriginal and Torres Strait Islander children,96,87,9,90.5,#
VIC,False,PHN203,South Eastern Melbourne,2013-14,5 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,98.1,#
VIC,False,PHN204,Gippsland,2013-14,5 years,Aboriginal and Torres Strait Islander children,101,95,6,94,
VIC/NSW,False,PHN205,Murray,2013-14,5 years,Aboriginal and Torres Strait Islander children,304,277,27,91.1,
VIC,False,PHN206,Western Victoria,2013-14,5 years,Aboriginal and Torres Strait Islander children,146,132,14,90.4,
QLD,False,PHN301,Brisbane North,2013-14,5 years,Aboriginal and Torres Strait Islander children,379,364,15,96,
