area_category,area_type,era_number,file_reference,location,legal_area_km2,area_status,publish_date,area_start_date,area_end_date,application_open_date,application_close_date,term_years,term_days,finalised_date,applicants,related_tenements,criteria,longitude,latitude
exploration_release_areas_released,Exploration Release,ERA 002134,ERA 002134,Arcoona area approximately 20km southeast of Womera,29,Published,2026-06-22T02:30:00Z,2022-09-08T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.9680085,-31.323526
exploration_release_areas_released,Exploration Release,ERA 002095,ERA 002095,Yellabinna area approximately 190km west of Tarcoola,210,Published,2026-05-18T02:30:00Z,2021-07-07T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,132.5430385,-30.6402375
exploration_release_areas_released,Exploration Release,ERA 002111,ERA 002111,Nullarbor 4 area approximately 390km west-northwest of Ceduna,948,Published,2026-05-18T02:30:00Z,2016-08-31T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,129.73409600000002,-31.106932999999998
exploration_release_areas_released,Exploration Release,ERA 002130,ERA 002130,Wartaka area approximately 60km west of Port Augusta,6,Published,2026-06-22T02:30:00Z,2023-09-08T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,137.1013545,-32.5735315
exploration_release_areas_released,Exploration Release,ERA 002109,ERA 002109,Nullarbor 1 area approximately 445km west-northwest of Ceduna,848,Published,2026-05-18T02:30:00Z,2016-08-31T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,129.118093,-31.187938
exploration_release_areas_released,Exploration Release,ERA 002029,ERA 002029,Martins Well area approximately 130km southeast of Leigh Creek,614.19,Published,2026-03-23T01:30:00Z,2022-09-23T02:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,139.2013135,-31.5485015
exploration_release_areas_released,Exploration Release,ERA 002132,ERA 002132,Nonning area approximately 110km northwest of Port Augusta,230,Published,2026-06-22T02:30:00Z,2024-03-21T01:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.626352,-32.1735345
exploration_release_areas_released,Exploration Release,ERA 002037,ERA 002037,Lindon area approximately 390km east-northeast of Roxby Downs,654,Published,2026-03-23T01:30:00Z,2022-05-19T02:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.833756,-29.3401465
exploration_release_areas_released,Exploration Release,ERA 002131,ERA 002131,Siam area approximately 30km northwest of Iron Knob,356,Published,2026-06-22T02:30:00Z,2023-02-21T01:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.8346885,-32.4735335
exploration_release_areas_released,Exploration Release,ERA 002099,ERA 002099,Ingomar area approximately 80km south of Coober Pedy,585,Published,2026-05-18T02:30:00Z,2022-08-24T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,134.7180015,-29.765208
exploration_release_areas_released,Exploration Release,ERA 002024,ERA 002024,Warnes area approximately 80km southeast of Peterborough,249,Published,2026-04-13T02:30:00Z,2023-09-20T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,139.48467499999998,-33.331835999999996
exploration_release_areas_released,Exploration Release,ERA 002110,ERA 002110,Nullarbor 2 area approximately 420km west-northwest of Ceduna,843,Published,2026-05-18T02:30:00Z,2016-08-31T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,129.401409,-31.220115
exploration_release_areas_released,Exploration Release,ERA 002058,ERA 002058,Flaxman Valley area approximately 50km northeast of Adelaide,265,Published,2026-04-13T02:30:00Z,2024-01-17T01:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,139.0763635,-34.640184
exploration_release_areas_released,Exploration Release,ERA 002041,ERA 002041,Frome downs area - Approximately 170 km northwest of Olary,534,Published,2026-03-23T01:30:00Z,2026-02-11T01:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.2846255,-30.731823
exploration_release_areas_released,Exploration Release,ERA 002117,ERA 002117,PALKAGEE AREA - Approximately 40 km northeast of Elliston,507,Published,2026-06-22T02:30:00Z,2026-05-26T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,135.35972199999998,-33.4735565
exploration_release_areas_released,Exploration Release,ERA 002066,ERA 002066,Flinders Ranges area approximately 100km north-northeast of Port Augusta,593.15,Published,2026-04-13T02:30:00Z,2024-06-20T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.21800050000002,-31.581833500000002
exploration_release_areas_released,Exploration Release,ERA 002118,ERA 002118,ULYERRA AREA - Approximately 40 km southeast of Wudinna,398,Published,2026-06-22T02:30:00Z,2026-05-26T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,135.6263845,-33.448553000000004
exploration_release_areas_released,Exploration Release,ERA 002128,ERA 002128,MINBRIE AREA - Approximately 50 km southeast of Kimba,713,Published,2026-06-22T02:30:00Z,2026-06-01T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.884705,-33.470853500000004
exploration_release_areas_released,Exploration Release,ERA 002089,ERA 002089,Kalanbi area approximately 10km north of Ceduna,388,Published,2026-05-18T02:30:00Z,2023-05-04T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,133.709713,-31.921396
exploration_release_areas_released,Exploration Release,ERA 002121,ERA 002121,DARKE PEAK AREA - Approximately 40 km southwest of Kimba,118,Published,2026-06-22T02:30:00Z,2026-05-26T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.082744,-33.4095825
exploration_release_areas_released,Exploration Release,ERA 002116,ERA 002116,COCATA AREA - Approximately 25 km south of Wudinna,494,Published,2026-06-22T02:30:00Z,2026-05-26T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,135.42638449999998,-33.25689
exploration_release_areas_released,Exploration Release,ERA 002126,ERA 002126,MOSELEY AREA - Approximately 3 km northeast of Kimba,343,Published,2026-06-22T02:30:00Z,2026-05-26T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.46803699999998,-33.006875
exploration_release_areas_released,Exploration Release,ERA 002120,ERA 002120,LOCK AREA - Approximately 65 km southwest of Kimba,905,Published,2026-06-22T02:30:00Z,2026-05-26T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,135.943052,-33.598551
exploration_release_areas_released,Exploration Release,ERA 002124,ERA 002124,KYANCUTTA AREA - Approximately 15 km east of Wudinna,368,Published,2026-06-22T02:30:00Z,2026-05-26T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,135.66551800000002,-33.056885
exploration_release_areas_released,Exploration Release,ERA 002123,ERA 002123,KOONGAWA AREA - Approximately 40 km southeast of Wudinna,303,Published,2026-06-22T02:30:00Z,2026-05-26T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,135.8683845,-33.214978
exploration_release_areas_released,Exploration Release,ERA 002047,ERA 002047,MOYHALL AREA – Approximately 25 km east of Lucindale,274,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,140.6930495,-36.990178
exploration_release_areas_released,Exploration Release,ERA 002044,ERA 002044,Bindarrah area - Approximately 40 km northeast of Olary,93.07000000000001,Published,2026-03-23T01:30:00Z,2026-02-11T01:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.759635,-32.0568205
exploration_release_areas_released,Exploration Release,ERA 002067,ERA 002067,Upalinna area approximately 35km northeast of Hawker,560,Published,2026-04-13T02:30:00Z,2023-11-06T01:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.851317,-31.5485055
exploration_release_areas_released,Exploration Release,ERA 002082,ERA 002082,Cassini area approximately 30km west of Kingscote,176,Published,2026-04-13T02:30:00Z,2024-10-22T01:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,137.318078,-35.7235915
exploration_release_areas_released,Exploration Release,ERA 002137,ERA 002137,Teemurrina area approximately 50km northeast of William Creek,971,Published,2026-06-22T02:30:00Z,2018-08-07T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.65130699999997,-28.490183000000002
exploration_release_areas_released,Exploration Release,ERA 002129,ERA 002129,Uno area approximately 100km west-southwest of Port Augusta,26,Published,2026-06-22T02:30:00Z,2019-09-29T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.68469549999998,-32.681869
exploration_release_areas_released,Exploration Release,ERA 002021,ERA 002021,Outalpa area immediately northwest of Olary,400.3,Published,2026-03-23T01:30:00Z,2025-11-25T01:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,139.75131850000002,-32.31516
exploration_release_areas_released,Exploration Release,ERA 002133,ERA 002133,Pernatty area approximately 35km southeast of Woomera,3,Published,2026-06-22T02:30:00Z,2022-11-18T01:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,137.093008,-31.4235255
exploration_release_areas_released,Exploration Release,ERA 002035,ERA 002035,Quinyambie area approximately 415km northeast of Port Augusta,697,Published,2026-03-23T01:30:00Z,2022-05-18T02:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.7504955,-29.52348
exploration_release_areas_released,Exploration Release,ERA 002055,ERA 002055,Carcuma area approximately 90km southeast of Murray Bridge,950,Published,2026-04-13T02:30:00Z,2018-07-27T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,140.026367,-35.6568455
exploration_release_areas_released,Exploration Release,ERA 002073,ERA 002073,UMBERATANA AREA - Approximately 65 km east to Lyndhurst,867,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,139.0262985,-30.198497500000002
exploration_release_areas_released,Exploration Release,ERA 002065,ERA 002065,Yarrah area approximately 5km northwest of Quorn,613,Published,2026-04-13T02:30:00Z,2020-12-10T01:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,137.968002,-32.123521
exploration_release_areas_released,Exploration Release,ERA 002098,ERA 002098,Bulgunnia area approximately 60km northeast of Tarcoola,356,Published,2026-05-18T02:30:00Z,2023-09-08T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,134.859682,-30.123542
exploration_release_areas_released,Exploration Release,ERA 002101,ERA 002101,Mount Howe area approximately 130km north of Marla,854,Published,2026-05-18T02:30:00Z,2019-05-03T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,133.4346445,-26.1652045
exploration_release_areas_released,Exploration Release,ERA 002072,ERA 002072,Mount Serle area approximately 40km northeast of Copley,118,Published,2026-04-13T02:30:00Z,2018-11-06T01:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.817971,-30.3901665
exploration_release_areas_released,Exploration Release,ERA 002026,ERA 002026,Billeroo West area approximately 80km northwest of Olary,368.81,Published,2026-03-23T01:30:00Z,2026-02-17T01:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.15963499999998,-31.46516
exploration_release_areas_released,Exploration Release,ERA 002032,ERA 002032,Quinyambie area approximately 385km northeast of Port Augusta,924.54,Published,2026-03-23T01:30:00Z,2022-05-18T02:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.6756395,-29.9068145
exploration_release_areas_released,Exploration Release,ERA 002079,ERA 002079,Hawker area approximately 100km northeast of Port Augusta,845.83,Published,2026-04-13T02:30:00Z,2022-05-06T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.5596565,-31.831844
exploration_release_areas_released,Exploration Release,ERA 002059,ERA 002059,Parnaroo area approximately 70km north of Burra,224,Published,2026-04-13T02:30:00Z,2023-09-20T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.968012,-33.056833499999996
exploration_release_areas_released,Exploration Release,ERA 002107,ERA 002107,Hughes area approximately 415km northwest of Ceduna,1149,Published,2026-05-18T02:30:00Z,2016-08-31T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,129.5347375,-30.885581000000002
exploration_release_areas_released,Exploration Release,ERA 002046,ERA 002046,PENOLA AREA - Approximately 50 km northeast of Millicent,536,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,140.81695150000002,-37.298511500000004
exploration_release_areas_released,Exploration Release,ERA 002115,ERA 002115,Mount Wedge area approximately 5km east of Elliston,996,Published,2026-06-22T02:30:00Z,2023-02-16T01:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,135.0430585,-33.506893000000005
exploration_release_areas_released,Exploration Release,ERA 002050,ERA 002050,LAFFER AREA - Approximately 10 km west of Keith,920,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,140.17878000000002,-36.2485055
exploration_release_areas_released,Exploration Release,ERA 002096,ERA 002096,WILGENA AREA - Approximately 45 km northeast of Tarcoola,145,Published,2026-05-18T02:30:00Z,2026-05-04T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,135.07635199999999,-30.623553
exploration_release_areas_released,Exploration Release,ERA 002052,ERA 002052,FIELD AREA - Approximately 15 km west of Coonalpyn,695,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,139.69313549999998,-35.8318515
exploration_release_areas_released,Exploration Release,ERA 002092,ERA 002092,Coorabie area approximately 140km northwest of Ceduna,700,Published,2026-05-18T02:30:00Z,2020-03-09T01:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,132.3013915,-31.648575
exploration_release_areas_released,Exploration Release,ERA 002031,ERA 002031,Quinyambie area approximately 380km northeast of Port Augusta,917.97,Published,2026-03-23T01:30:00Z,2022-05-18T02:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.7590305,-30.0734815
exploration_release_areas_released,Exploration Release,ERA 002053,ERA 002053,TINTINARA AREA - Approximately 25 km southeast of Coonalpyn,605,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,139.95970699999998,-35.9485145
exploration_release_areas_released,Exploration Release,ERA 002103,ERA 002103,Tieyon area approximately 300km north-northwest of Coober Pedy,553,Published,2026-05-18T02:30:00Z,2024-11-01T01:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,134.0346415,-26.240192
exploration_release_areas_released,Exploration Release,ERA 002105,ERA 002105,Eringa area approximately 250km north of Coober Pedy,692,Published,2026-05-18T02:30:00Z,2022-09-14T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,134.3846385,-26.206863
exploration_release_areas_released,Exploration Release,ERA 002093,ERA 002093,Chundaria area approximately 120km northwest of Ceduna,979,Published,2026-05-18T02:30:00Z,2021-06-11T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,132.634716,-31.348571
exploration_release_areas_released,Exploration Release,ERA 002056,ERA 002056,Hindmarsh Valley area approximately 60km south of Adelaide,224,Published,2026-04-13T02:30:00Z,2024-08-14T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.45139849999998,-35.523516
exploration_release_areas_released,Exploration Release,ERA 002030,ERA 002030,Quinyambie area approximately 380km northeast of Port Augusta,936,Published,2026-03-23T01:30:00Z,2022-05-18T02:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.775755,-30.2734815
exploration_release_areas_released,Exploration Release,ERA 002112,ERA 002112,Nullarbor 3 area approximately 385km west-northwest of Ceduna,664,Published,2026-05-18T02:30:00Z,2016-08-31T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,129.71434349999998,-31.285542
exploration_release_areas_released,Exploration Release,ERA 002043,ERA 002043,Bindarrah area - Approximately 35 km northeast of Olary,81.37,Published,2026-03-23T01:30:00Z,2026-02-11T01:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.69297,-32.1401545
exploration_release_areas_released,Exploration Release,ERA 002042,ERA 002042,Quinyambie area - Approximately 190 km northeast of Olary,993,Published,2026-03-23T01:30:00Z,2026-02-11T01:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.767949,-30.531816499999998
exploration_release_areas_released,Exploration Release,ERA 002100,ERA 002100,Sundown Outstation area approximately 130km north-northwest of Marla,760,Published,2026-05-18T02:30:00Z,2019-05-03T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,133.2179805,-26.1735395
exploration_release_areas_released,Exploration Release,ERA 002025,ERA 002025,Booborowie area approximately 15km northwest of Burra,112,Published,2026-04-13T02:30:00Z,2017-08-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.8096835,-33.5568515
exploration_release_areas_released,Exploration Release,ERA 002076,ERA 002076,Dulkaninna area approximately 315km east of Coober Pedy,935,Published,2026-04-13T02:30:00Z,2022-09-21T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.284632,-29.106835
exploration_release_areas_released,Exploration Release,ERA 002077,ERA 002077,Etadunna area approximately 315km east of Coober Pedy,939,Published,2026-04-13T02:30:00Z,2022-09-21T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.2746275,-28.965169
exploration_release_areas_released,Exploration Release,ERA 002049,ERA 002049,DEEPWATER AREA - Approximately 45 km southwest of Keith,838,Published,2026-04-13T02:30:00Z,2026-04-10T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,139.859715,-36.2401835
exploration_release_areas_released,Exploration Release,ERA 002091,ERA 002091,Bookabie area approximately 85km west-northwest of Ceduna,639,Published,2026-05-18T02:30:00Z,2023-05-04T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,132.75138850000002,-31.78191
exploration_release_areas_released,Exploration Release,ERA 002057,ERA 002057,Wynarka area approximately 100km east-southeast of Adelaide,151,Published,2026-04-13T02:30:00Z,2024-10-03T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,139.718028,-35.073513500000004
exploration_release_areas_released,Exploration Release,ERA 002106,ERA 002106,Deakin area approximately 450km northwest of Ceduna,1150,Published,2026-05-18T02:30:00Z,2016-08-31T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,129.1847715,-30.903042499999998
exploration_release_areas_released,Exploration Release,ERA 002048,ERA 002048,Keilira area approximately 65km southwest of Bordertown,938,Published,2026-04-13T02:30:00Z,2022-07-05T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,140.068053,-36.673517000000004
exploration_release_areas_released,Exploration Release,ERA 002033,ERA 002033,Quinyambie area approximately 385km northeast of Port Augusta,922.87,Published,2026-03-23T01:30:00Z,2022-05-18T02:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.3725725,-29.7137955
exploration_release_areas_released,Exploration Release,ERA 002027,ERA 002027,Lake Frome area approximately 150km northeast of Hawker,977,Published,2026-03-23T01:30:00Z,2023-08-30T02:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,139.80712499999998,-30.9365655
exploration_release_areas_released,Exploration Release,ERA 002125,ERA 002125,PINKAWILLINIE AREA - Approximately 30 km northwest of Kimba,322,Published,2026-06-22T02:30:00Z,2026-05-26T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.1680385,-32.9686215
exploration_release_areas_released,Exploration Release,ERA 002062,ERA 002062,Wirrabara area approximately 15km northeast of Port Pirie,859,Published,2026-04-13T02:30:00Z,2020-12-10T01:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.2346795,-32.94852
exploration_release_areas_released,Exploration Release,ERA 002108,ERA 002108,Denman area approximately 390km northwest of Ceduna,970,Published,2026-05-18T02:30:00Z,2016-08-31T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,129.84306750000002,-30.8286035
exploration_release_areas_released,Exploration Release,ERA 002075,ERA 002075,Clayton Station area approximately 30km northeast of Marree,861,Published,2026-04-13T02:30:00Z,2023-08-30T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.3346335,-29.315170000000002
exploration_release_areas_released,Exploration Release,ERA 002068,ERA 002068,WITCHELINA AREA - Approximately 35 km southwest of Marree,442.51,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,137.876314,-30.040174
exploration_release_areas_released,Exploration Release,ERA 002122,ERA 002122,PANITYA AREA - Approximately 25 km southwest of Kimba,329,Published,2026-06-22T02:30:00Z,2026-05-26T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.07126549999998,-33.231844
exploration_release_areas_released,Exploration Release,ERA 002080,ERA 002080,Etadunna area approximately 110km northeast of Marree,770,Published,2026-04-13T02:30:00Z,2023-02-13T01:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.567958,-28.6651685
exploration_release_areas_released,Exploration Release,ERA 002088,ERA 002088,Pureba area approximately 80km east-northeast of Ceduna,260,Published,2026-05-18T02:30:00Z,2024-12-06T01:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,134.59792249999998,-31.9068895
exploration_release_areas_released,Exploration Release,ERA 002104,ERA 002104,Tieyon area approximately 270km north-northwest of Coober Pedy,991,Published,2026-05-18T02:30:00Z,2022-05-24T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,134.09297500000002,-26.473533
exploration_release_areas_released,Exploration Release,ERA 002034,ERA 002034,Quinyambie area approximately 400km northeast of Port Augusta,964.79,Published,2026-03-23T01:30:00Z,2022-05-18T02:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.79224299999998,-29.7234815
exploration_release_areas_released,Exploration Release,ERA 002061,ERA 002061,Gladstone area approximately 10km east of Port Pirie,709,Published,2026-04-13T02:30:00Z,2020-12-10T01:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.23468300000002,-33.190188500000005
exploration_release_areas_released,Exploration Release,ERA 002023,ERA 002023,Bulloo Creek area approximately 15km east-northeast of Olary,29.05,Published,2026-03-23T01:30:00Z,2024-03-06T01:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.501313,-32.1734855
exploration_release_areas_released,Exploration Release,ERA 002070,ERA 002070,FARINA STATION AREA - Approximately 15 km north of Lyndhurst,919,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.3758235,-30.040172
exploration_release_areas_released,Exploration Release,ERA 002127,ERA 002127,MANGALO AREA - Approximately 30 km northwest of Cowell,436,Published,2026-06-22T02:30:00Z,2026-06-01T02:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,136.493045,-33.5818765
